792,1,-0.35
792,2,-0.35
792,3,-0.35
792,4,-0.35
792,5,0.65
792,6,0.65
792,7,-0.35
792,8,-0.35
792,9,-1.35
792,13,0.65
792,14,0.65
792,17,0.65
792,18,0.65
792,19,-0.35
792,20,-2.35
792,21,0.65
792,22,0.65
792,23,-0.35
792,26,0.65
792,27,0.65
474,1,0.909090909
474,2,0.909090909
474,3,0.909090909
474,4,0.909090909
474,5,0.909090909
474,6,0.909090909
474,7,0.909090909
474,8,0.909090909
474,9,0.909090909
474,14,0.909090909
474,15,0.909090909
474,17,0.909090909
474,18,-3.090909091
474,19,-3.090909091
474,20,-3.090909091
474,21,-3.090909091
474,22,0.909090909
474,23,0.909090909
474,24,0.909090909
474,25,0.909090909
474,26,0.909090909
474,27,-3.090909091
831,1,1.074074074
831,2,-0.925925926
831,3,1.074074074
831,4,1.074074074
831,5,1.074074074
831,6,1.074074074
831,7,1.074074074
831,8,1.074074074
831,9,1.074074074
831,10,1.074074074
831,11,-0.925925926
831,12,1.074074074
831,13,-0.925925926
831,14,0.074074074
831,15,0.074074074
831,16,-1.925925926
831,17,1.074074074
831,18,-0.925925926
831,19,-1.925925926
831,20,-2.925925926
831,21,-2.925925926
831,22,1.074074074
831,23,1.074074074
831,24,1.074074074
831,25,-0.925925926
831,26,1.074074074
831,27,-1.925925926
204,1,0.125
204,2,0.125
204,3,0.125
204,4,-0.875
204,5,0.125
204,6,-0.875
204,7,-0.875
204,8,0.125
204,9,0.125
204,10,-0.875
204,11,0.125
204,12,0.125
204,13,-0.875
204,14,-1.875
204,15,0.125
204,16,-0.875
204,17,0.125
204,20,0.125
204,22,1.125
204,23,1.125
204,24,0.125
204,25,1.125
204,26,1.125
204,27,1.125
62,1,0.357142857
62,3,0.357142857
62,4,0.357142857
62,5,0.357142857
62,6,0.357142857
62,8,0.357142857
62,12,-0.642857143
62,13,0.357142857
62,14,0.357142857
62,19,0.357142857
62,20,-3.642857143
62,22,0.357142857
62,23,0.357142857
62,26,0.357142857
479,1,-0.5
479,6,0.5
479,8,0.5
479,12,0.5
479,17,-0.5
479,18,-0.5
479,20,-0.5
479,23,0.5
224,1,-0.315789474
224,3,0.684210526
224,4,-1.315789474
224,5,0.684210526
224,6,0.684210526
224,8,-0.315789474
224,9,-0.315789474
224,13,0.684210526
224,14,-1.315789474
224,15,-0.315789474
224,16,-0.315789474
224,17,-0.315789474
224,20,-1.315789474
224,21,0.684210526
224,22,-0.315789474
224,23,0.684210526
224,24,0.684210526
224,25,0.684210526
224,26,0.684210526
686,4,1
686,12,-1
519,3,-0.583333333
519,4,0.416666667
519,6,-0.583333333
519,7,-0.583333333
519,12,0.416666667
519,14,0.416666667
519,17,-0.583333333
519,18,-0.583333333
519,23,1.416666667
519,24,0.416666667
519,25,-0.583333333
519,26,0.416666667
253,1,1.296296296
253,2,0.296296296
253,3,0.296296296
253,4,1.296296296
253,5,-0.703703704
253,6,1.296296296
253,7,0.296296296
253,8,-1.703703704
253,9,-0.703703704
253,10,1.296296296
253,11,-0.703703704
253,12,-0.703703704
253,13,1.296296296
253,14,1.296296296
253,15,1.296296296
253,16,0.296296296
253,17,0.296296296
253,18,-0.703703704
253,19,-0.703703704
253,20,-2.703703704
253,21,-0.703703704
253,22,0.296296296
253,23,1.296296296
253,24,-2.703703704
253,25,-2.703703704
253,26,1.296296296
253,27,1.296296296
263,1,1.136363636
263,2,0.136363636
263,3,0.136363636
263,4,-0.863636364
263,5,1.136363636
263,6,1.136363636
263,7,1.136363636
263,8,0.136363636
263,9,-0.863636364
263,10,-1.863636364
263,11,-1.863636364
263,12,1.136363636
263,13,-0.863636364
263,14,-1.863636364
263,15,-1.863636364
263,16,-1.863636364
263,17,1.136363636
263,20,1.136363636
263,23,1.136363636
263,24,0.136363636
263,26,1.136363636
263,27,1.136363636
616,3,-1
616,5,1
616,8,-1
616,23,1
331,1,0.636363636
331,4,-0.363636364
331,5,0.636363636
331,6,0.636363636
331,8,-0.363636364
331,9,0.636363636
331,16,-0.363636364
331,17,-0.363636364
331,20,-1.363636364
331,22,0.636363636
331,23,-0.363636364
355,6,0.8
355,12,-1.2
355,13,0.8
355,17,0.8
355,20,-1.2
450,1,-2.3
450,4,-0.3
450,6,-0.3
450,12,-0.3
450,13,0.7
450,14,0.7
450,20,-0.3
450,22,0.7
450,23,0.7
450,26,0.7
151,1,-0.153846154
151,5,0.846153846
151,6,-0.153846154
151,8,-0.153846154
151,9,0.846153846
151,12,-2.153846154
151,13,-0.153846154
151,20,-2.153846154
151,22,-0.153846154
151,23,0.846153846
151,25,0.846153846
151,26,0.846153846
151,27,0.846153846
52,3,-0.909090909
52,5,0.090909091
52,6,0.090909091
52,8,0.090909091
52,16,0.090909091
52,17,0.090909091
52,19,0.090909091
52,20,0.090909091
52,22,0.090909091
52,23,0.090909091
52,24,0.090909091
3,1,0.947368421
3,3,0.947368421
3,4,-0.052631579
3,5,-0.052631579
3,6,-1.052631579
3,7,-1.052631579
3,9,-1.052631579
3,12,-0.052631579
3,19,-0.052631579
3,20,-1.052631579
3,22,0.947368421
3,23,0.947368421
