792,-0.35,-0.35,-0.35,-0.35,0.65,0.65,-0.35,-0.35,-1.35,0,0,0,0.65,0.65,0,0,0.65,0.65,-0.35,-2.35,0.65,0.65,-0.35,0,0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0
474,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0,0,0,0,0.909090909,0.909090909,0,0.909090909,-3.090909091,-3.090909091,-3.090909091,-3.090909091,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,-3.090909091,0,0,0,0,0,0,0,0,0,0,0
831,1.074074074,-0.925925926,1.074074074,1.074074074,1.074074074,1.074074074,1.074074074,1.074074074,1.074074074,1.074074074,-0.925925926,1.074074074,-0.925925926,0.074074074,0.074074074,-1.925925926,1.074074074,-0.925925926,-1.925925926,-2.925925926,-2.925925926,1.074074074,1.074074074,1.074074074,-0.925925926,1.074074074,-1.925925926,0,0,0,0,0,0,0,0,0,0,0
204,0.125,0.125,0.125,-0.875,0.125,-0.875,-0.875,0.125,0.125,-0.875,0.125,0.125,-0.875,-1.875,0.125,-0.875,0.125,0,0,0.125,0,1.125,1.125,0.125,1.125,1.125,1.125,0,0,0,0,0,0,0,0,0,0,0
62,0.357142857,0,0.357142857,0.357142857,0.357142857,0.357142857,0,0.357142857,0,0,0,-0.642857143,0.357142857,0.357142857,0,0,0,0,0.357142857,-3.642857143,0,0.357142857,0.357142857,0,0,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0
479,-0.5,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,-0.5,-0.5,0,-0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,-0.315789474,0,0.684210526,-1.315789474,0.684210526,0.684210526,0,-0.315789474,-0.315789474,0,0,0,0.684210526,-1.315789474,-0.315789474,-0.315789474,-0.315789474,0,0,-1.315789474,0.684210526,-0.315789474,0.684210526,0.684210526,0.684210526,0.684210526,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,0,0,-0.583333333,0.416666667,0,-0.583333333,-0.583333333,0,0,0,0,0.416666667,0,0.416666667,0,0,-0.583333333,-0.583333333,0,0,0,0,1.416666667,0.416666667,-0.583333333,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0
253,1.296296296,0.296296296,0.296296296,1.296296296,-0.703703704,1.296296296,0.296296296,-1.703703704,-0.703703704,1.296296296,-0.703703704,-0.703703704,1.296296296,1.296296296,1.296296296,0.296296296,0.296296296,-0.703703704,-0.703703704,-2.703703704,-0.703703704,0.296296296,1.296296296,-2.703703704,-2.703703704,1.296296296,1.296296296,0,0,0,0,0,0,0,0,0,0,0
263,1.136363636,0.136363636,0.136363636,-0.863636364,1.136363636,1.136363636,1.136363636,0.136363636,-0.863636364,-1.863636364,-1.863636364,1.136363636,-0.863636364,-1.863636364,-1.863636364,-1.863636364,1.136363636,0,0,1.136363636,0,0,1.136363636,0.136363636,0,1.136363636,1.136363636,0,0,0,0,0,0,0,0,0,0,0
616,0,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0.636363636,0,0,-0.363636364,0.636363636,0.636363636,0,-0.363636364,0.636363636,0,0,0,0,0,0,-0.363636364,-0.363636364,0,0,-1.363636364,0,0.636363636,-0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0.8,0,0,0,0,0,-1.2,0.8,0,0,0,0.8,0,0,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,-2.3,0,0,-0.3,0,-0.3,0,0,0,0,0,-0.3,0.7,0.7,0,0,0,0,0,-0.3,0,0.7,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0
151,-0.153846154,0,0,0,0.846153846,-0.153846154,0,-0.153846154,0.846153846,0,0,-2.153846154,-0.153846154,0,0,0,0,0,0,-2.153846154,0,-0.153846154,0.846153846,0,0.846153846,0.846153846,0.846153846,0,0,0,0,0,0,0,0,0,0,0
52,0,0,-0.909090909,0,0.090909091,0.090909091,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0.090909091,0,0.090909091,0.090909091,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.947368421,0,0.947368421,-0.052631579,-0.052631579,-1.052631579,-1.052631579,0,-1.052631579,0,0,-0.052631579,0,0,0,0,0,0,-0.052631579,-1.052631579,0,0.947368421,0.947368421,0,0,0,0,0.947368421,0.947368421,0.947368421,0,0.947368421,0.947368421,-2.052631579,-2.052631579,0,0,0
908,0,-1,0,0,-2,0,0,-1,0,0,1,0,1,1,1,0,0,0,1,-2,0,0,0,0,0,1,1,-2,1,-2,0,0,1,1,0,0,0,0
913,-0.75,0,0,0.25,1.25,1.25,0,0,1.25,0,0,0.25,0,-0.75,0,0,0,0,0,0.25,0,0.25,-0.75,-0.75,0,1.25,1.25,-2.75,0,-1.75,1.25,0.25,-0.75,-1.75,1.25,0,0,0
777,0,0.05,0,0,0,0.05,0.05,1.05,1.05,0,0,0,0,1.05,0,0,-0.95,0.05,1.05,-0.95,0.05,1.05,0,0,0,1.05,0.05,-0.95,-1.95,1.05,-0.95,0.05,-1.95,0,0,0,0,0
