792,1,0.9195402299
792,2,0.9195402299
792,3,0.9195402299
792,4,0.9195402299
792,5,1.149425287
792,6,1.149425287
792,7,0.9195402299
792,8,0.9195402299
792,9,0.6896551724
792,13,1.149425287
792,14,1.149425287
792,17,1.149425287
792,18,1.149425287
792,19,0.9195402299
792,20,0.4597701149
792,21,1.149425287
792,22,1.149425287
792,23,0.9195402299
792,26,1.149425287
792,27,1.149425287
474,1,1.222222222
474,2,1.222222222
474,3,1.222222222
474,4,1.222222222
474,5,1.222222222
474,6,1.222222222
474,7,1.222222222
474,8,1.222222222
474,9,1.222222222
474,14,1.222222222
474,15,1.222222222
474,17,1.222222222
474,18,0.2444444444
474,19,0.2444444444
474,20,0.2444444444
474,21,0.2444444444
474,22,1.222222222
474,23,1.222222222
474,24,1.222222222
474,25,1.222222222
474,26,1.222222222
474,27,0.2444444444
831,1,1.273584906
831,2,0.7641509434
831,3,1.273584906
831,4,1.273584906
831,5,1.273584906
831,6,1.273584906
831,7,1.273584906
831,8,1.273584906
831,9,1.273584906
831,10,1.273584906
831,11,0.7641509434
831,12,1.273584906
831,13,0.7641509434
831,14,1.018867925
831,15,1.018867925
831,16,0.5094339623
831,17,1.273584906
831,18,0.7641509434
831,19,0.5094339623
831,20,0.2547169811
831,21,0.2547169811
831,22,1.273584906
831,23,1.273584906
831,24,1.273584906
831,25,0.7641509434
831,26,1.273584906
831,27,0.5094339623
204,1,1.032258065
204,2,1.032258065
204,3,1.032258065
204,4,0.7741935484
204,5,1.032258065
204,6,0.7741935484
204,7,0.7741935484
204,8,1.032258065
204,9,1.032258065
204,10,0.7741935484
204,11,1.032258065
204,12,1.032258065
204,13,0.7741935484
204,14,0.5161290323
204,15,1.032258065
204,16,0.7741935484
204,17,1.032258065
204,20,1.032258065
204,22,1.290322581
204,23,1.290322581
204,24,1.032258065
204,25,1.290322581
204,26,1.290322581
204,27,1.290322581
62,1,1.076923077
62,3,1.076923077
62,4,1.076923077
62,5,1.076923077
62,6,1.076923077
62,8,1.076923077
62,12,0.8615384615
62,13,1.076923077
62,14,1.076923077
62,19,1.076923077
62,20,0.2153846154
62,22,1.076923077
62,23,1.076923077
62,26,1.076923077
479,1,0.8888888889
479,6,1.111111111
479,8,1.111111111
479,12,1.111111111
479,17,0.8888888889
479,18,0.8888888889
479,20,0.8888888889
479,23,1.111111111
224,1,0.9268292683
224,3,1.158536585
224,4,0.6951219512
224,5,1.158536585
224,6,1.158536585
224,8,0.9268292683
224,9,0.9268292683
224,13,1.158536585
224,14,0.6951219512
224,15,0.9268292683
224,16,0.9268292683
224,17,0.9268292683
224,20,0.6951219512
224,21,1.158536585
224,22,0.9268292683
224,23,1.158536585
224,24,1.158536585
224,25,1.158536585
224,26,1.158536585
75,36,1
686,1,1
686,3,1
686,4,1.25
686,5,1
686,6,1
686,12,0.75
686,14,1
686,22,1
686,23,1
686,25,1
686,26,1
519,3,0.8372093023
519,4,1.11627907
519,6,0.8372093023
519,7,0.8372093023
519,12,1.11627907
519,14,1.11627907
519,17,0.8372093023
519,18,0.8372093023
519,23,1.395348837
519,24,1.11627907
519,25,0.8372093023
519,26,1.11627907
253,1,1.35
253,2,1.08
253,3,1.08
253,4,1.35
253,5,0.81
253,6,1.35
253,7,1.08
253,8,0.54
253,9,0.81
253,10,1.35
253,11,0.81
253,12,0.81
253,13,1.35
253,14,1.35
253,15,1.35
253,16,1.08
253,17,1.08
253,18,0.81
253,19,0.81
253,20,0.27
253,21,0.81
253,22,1.08
253,23,1.35
253,24,0.27
253,25,0.27
253,26,1.35
253,27,1.35
263,1,1.294117647
263,2,1.035294118
263,3,1.035294118
263,4,0.7764705882
263,5,1.294117647
263,6,1.294117647
263,7,1.294117647
263,8,1.035294118
263,9,0.7764705882
263,10,0.5176470588
263,11,0.5176470588
263,12,1.294117647
263,13,0.7764705882
263,14,0.5176470588
263,15,0.5176470588
263,16,0.5176470588
263,17,1.294117647
263,20,1.294117647
263,23,1.294117647
263,24,1.035294118
263,26,1.294117647
263,27,1.294117647
616,3,0.75
616,5,1.25
616,6,1
616,7,1
616,8,0.75
616,23,1.25
331,1,1.145833333
331,4,0.9166666667
331,5,1.145833333
331,6,1.145833333
331,8,0.9166666667
331,9,1.145833333
331,16,0.9166666667
331,17,0.9166666667
331,20,0.6875
331,22,1.145833333
331,23,0.9166666667
355,6,1.19047619
355,12,0.7142857143
355,13,1.19047619
355,17,1.19047619
355,20,0.7142857143
450,1,0.4651162791
450,4,0.9302325581
450,6,0.9302325581
450,12,0.9302325581
450,13,1.162790698
450,14,1.162790698
450,20,0.9302325581
450,22,1.162790698
450,23,1.162790698
450,26,1.162790698
151,1,0.962962963
151,5,1.203703704
151,6,0.962962963
151,8,0.962962963
151,9,1.203703704
151,12,0.4814814815
151,13,0.962962963
151,20,0.4814814815
151,22,0.962962963
151,23,1.203703704
151,25,1.203703704
151,26,1.203703704
151,27,1.203703704
52,3,0.6875
52,5,1.03125
52,6,1.03125
52,8,1.03125
52,16,1.03125
52,17,1.03125
52,19,1.03125
52,20,1.03125
52,22,1.03125
52,23,1.03125
52,24,1.03125
3,1,1.219512195
3,3,1.219512195
3,4,0.9756097561
3,5,0.9756097561
3,6,0.7317073171
3,7,0.7317073171
3,9,0.7317073171
3,12,0.9756097561
3,19,0.9756097561
3,20,0.7317073171
3,22,1.219512195
3,23,1.219512195
3,27,1.219512195
3,28,1.219512195
3,29,1.219512195
3,30,1.219512195
3,32,1.219512195
3,33,1.219512195
3,34,0.487804878
3,35,0.487804878
908,1,1
908,2,0.75
908,3,1
908,4,1
908,5,0.5
908,8,0.75
908,11,1.25
908,12,1
908,13,1.25
908,14,1.25
908,15,1.25
908,19,1.25
908,20,0.5
908,22,1
908,23,1
908,26,1.25
908,27,1.25
908,28,0.5
908,29,1.25
908,30,0.5
908,33,1.25
908,34,1.25
908,35,1
913,1,0.8
913,4,1.066666667
913,5,1.333333333
913,6,1.333333333
913,9,1.333333333
913,12,1.066666667
913,14,0.8
913,20,1.066666667
913,22,1.066666667
913,23,0.8
913,24,0.8
913,26,1.333333333
913,27,1.333333333
913,28,0.2666666667
913,30,0.5333333333
913,31,1.333333333
913,32,1.066666667
913,33,0.8
913,34,0.5333333333
913,35,1.333333333
777,2,1.012658228
777,6,1.012658228
777,7,1.012658228
777,8,1.265822785
777,9,1.265822785
777,14,1.265822785
777,17,0.7594936709
777,18,1.012658228
777,19,1.265822785
777,20,0.7594936709
777,21,1.012658228
777,22,1.265822785
777,26,1.265822785
777,27,1.012658228
777,28,0.7594936709
777,29,0.5063291139
777,30,1.265822785
777,31,0.7594936709
777,32,1.012658228
777,33,0.5063291139
292,1,1.142857143
292,3,0.9142857143
292,4,0.9142857143
292,5,1.142857143
292,6,1.142857143
292,7,0.9142857143
292,8,1.142857143
292,12,0.6857142857
292,13,1.142857143
292,14,1.142857143
292,15,1.142857143
292,17,0.9142857143
292,19,1.142857143
292,20,0.2285714286
292,22,0.9142857143
292,23,0.9142857143
292,26,1.142857143
292,28,0.9142857143
292,31,0.9142857143
292,32,1.142857143
292,34,1.142857143
292,35,1.142857143
292,36,0.9142857143
292,37,1.142857143
272,1,1.170212766
272,3,0.9361702128
272,4,0.9361702128
272,5,0.7021276596
272,6,0.9361702128
272,7,1.170212766
272,8,1.170212766
272,9,1.170212766
272,10,0.9361702128
272,12,0.9361702128
272,13,1.170212766
272,15,0.9361702128
272,16,0.7021276596
272,17,0.9361702128
272,19,1.170212766
272,20,0.9361702128
272,22,0.9361702128
272,23,1.170212766
272,24,1.170212766
272,25,0.7021276596
272,26,0.9361702128
272,27,1.170212766
254,5,1
254,12,1
831,1,0.6734693878
831,3,1.12244898
831,4,1.12244898
831,8,0.6734693878
831,9,1.12244898
831,10,0.8979591837
831,15,0.8979591837
831,17,1.12244898
831,20,1.12244898
831,24,1.12244898
831,27,1.12244898
236,3,0.4666666667
236,5,1.166666667
236,6,1.166666667
236,7,1.166666667
236,8,1.166666667
236,9,0.9333333333
236,12,1.166666667
236,16,0.9333333333
